destination,year,month,avg_temp_max_c,avg_temp_min_c,avg_temp_c,total_rainfall_mm,rainy_days,avg_humidity_pct,sunshine_hours_daily,weather_suitability_score,season,is_peak_national
Unawatuna,2022,5,30.7,25.5,28.1,386.3,18,84.9,5.7,0.5766,southwest_monsoon,0
Unawatuna,2022,6,29.5,24.7,27.1,256.0,17,85.8,6.7,0.7135,southwest_monsoon,0
Unawatuna,2022,7,29.1,24.3,26.7,133.2,13,82.0,6.6,0.8205,southwest_monsoon,0
Unawatuna,2022,8,29.6,24.4,27.0,124.4,12,82.5,7.0,0.8368,southwest_monsoon,0
Unawatuna,2022,9,30.0,24.4,27.2,247.1,16,81.0,6.1,0.7088,southwest_monsoon,0
Unawatuna,2022,10,29.5,23.8,26.6,332.8,14,84.1,6.4,0.6389,northeast_monsoon,0
Unawatuna,2022,11,30.1,23.5,26.8,258.4,14,79.1,6.2,0.7008,northeast_monsoon,0
Unawatuna,2022,12,30.1,23.3,26.7,145.3,9,77.4,7.1,0.8203,dry_season,1
Unawatuna,2023,1,31.1,23.6,27.4,64.9,5,79.6,9.0,0.9318,dry_season,1
Unawatuna,2023,2,31.2,23.7,27.4,62.9,5,74.2,8.9,0.9315,dry_season,1
Unawatuna,2023,3,31.5,24.4,27.9,136.8,8,78.5,8.4,0.8552,dry_season,1
Unawatuna,2023,4,31.2,25.2,28.2,221.8,11,79.1,7.2,0.7544,dry_season,1
Unawatuna,2023,5,30.2,25.3,27.8,301.1,18,82.9,6.6,0.6713,southwest_monsoon,0
Unawatuna,2023,6,30.0,25.0,27.5,213.9,16,85.5,6.3,0.7425,southwest_monsoon,0
Unawatuna,2023,7,30.1,24.8,27.5,110.9,10,87.3,7.0,0.8488,southwest_monsoon,0
Unawatuna,2023,8,29.6,24.4,27.0,96.5,10,80.9,6.3,0.8469,southwest_monsoon,0
Unawatuna,2023,9,29.7,24.3,27.0,220.8,15,83.6,6.7,0.7448,southwest_monsoon,0
Unawatuna,2023,10,29.6,23.8,26.7,273.2,14,85.3,6.8,0.7003,northeast_monsoon,0
Unawatuna,2023,11,30.0,23.5,26.8,265.0,15,79.8,7.0,0.7118,northeast_monsoon,0
Unawatuna,2023,12,30.1,23.3,26.7,141.6,10,78.0,7.8,0.8383,dry_season,1
Unawatuna,2024,1,30.9,23.6,27.2,96.7,7,74.0,8.6,0.8951,dry_season,1
Unawatuna,2024,2,30.1,23.1,26.6,68.1,4,75.5,8.9,0.9268,dry_season,1
Unawatuna,2024,3,31.8,24.5,28.1,151.4,8,78.0,8.4,0.8423,dry_season,1
Unawatuna,2024,4,31.4,25.3,28.4,251.2,12,79.2,7.3,0.7304,dry_season,1
Unawatuna,2024,5,30.7,25.6,28.1,400.9,15,82.1,6.1,0.5721,southwest_monsoon,0
Unawatuna,2024,6,30.1,25.0,27.6,244.0,20,83.6,5.8,0.7052,southwest_monsoon,0
Unawatuna,2024,7,28.9,24.2,26.5,137.0,13,83.6,6.4,0.813,southwest_monsoon,0
Unawatuna,2024,8,29.8,24.5,27.1,113.3,14,82.3,7.0,0.8467,southwest_monsoon,0
Unawatuna,2024,9,29.9,24.4,27.1,240.5,15,82.0,6.1,0.7146,southwest_monsoon,0
Unawatuna,2024,10,30.0,24.0,27.0,446.9,17,81.9,6.1,0.5312,northeast_monsoon,0
Unawatuna,2024,11,30.2,23.5,26.9,312.0,11,75.2,7.1,0.6721,northeast_monsoon,0
Unawatuna,2024,12,30.0,23.3,26.6,184.2,7,79.1,7.2,0.7878,dry_season,1
Bentota,2015,1,30.8,23.0,26.9,66.6,5,75.2,8.3,0.9155,dry_season,1
Bentota,2015,2,31.0,23.1,27.1,66.7,4,70.7,8.1,0.9112,dry_season,1
Bentota,2015,3,31.9,24.2,28.0,128.7,7,74.1,8.7,0.8688,dry_season,1
Bentota,2015,4,31.9,25.3,28.6,304.3,15,74.4,7.4,0.6853,dry_season,1
Bentota,2015,5,29.9,24.9,27.4,424.4,22,79.3,6.2,0.5533,southwest_monsoon,0
Bentota,2015,6,30.2,24.7,27.4,302.1,19,84.0,6.0,0.6578,southwest_monsoon,0
Bentota,2015,7,29.1,24.0,26.6,169.7,15,79.9,6.2,0.7797,southwest_monsoon,0
Bentota,2015,8,29.3,24.0,26.6,139.1,14,82.8,6.6,0.8153,southwest_monsoon,0
Bentota,2015,9,29.3,23.7,26.5,291.8,17,83.1,6.1,0.669,southwest_monsoon,0
Bentota,2015,10,29.4,23.3,26.4,372.6,18,81.9,6.8,0.612,northeast_monsoon,0
Bentota,2015,11,30.4,23.4,26.9,331.6,14,79.5,6.7,0.6463,northeast_monsoon,0
Bentota,2015,12,30.7,23.0,26.9,167.2,10,75.2,7.9,0.8177,dry_season,1
Bentota,2016,1,31.0,23.1,27.1,78.9,6,74.9,8.8,0.9151,dry_season,1
Bentota,2016,2,31.4,23.3,27.4,69.5,4,74.9,8.4,0.9151,dry_season,1
Bentota,2016,3,31.8,24.1,28.0,137.5,8,70.0,8.1,0.8483,dry_season,1
Bentota,2016,4,31.6,25.0,28.3,246.4,15,78.7,7.2,0.7326,dry_season,1
Bentota,2016,5,31.6,25.7,28.6,336.5,23,80.4,6.5,0.6377,southwest_monsoon,0
Bentota,2016,6,30.0,24.6,27.3,248.7,23,85.2,6.0,0.7052,southwest_monsoon,0
Bentota,2016,7,29.8,24.4,27.1,147.6,15,85.4,6.0,0.7951,southwest_monsoon,0
Bentota,2016,8,29.1,23.9,26.5,110.5,12,81.4,6.7,0.8428,southwest_monsoon,0
Bentota,2016,9,29.7,23.9,26.8,235.1,19,80.4,6.0,0.7173,southwest_monsoon,0
Bentota,2016,10,29.3,23.3,26.3,360.3,18,81.1,6.3,0.6124,northeast_monsoon,0
Bentota,2016,11,29.9,23.1,26.5,272.7,17,78.2,6.7,0.6987,northeast_monsoon,0
Bentota,2016,12,30.6,23.0,26.8,171.4,11,76.3,7.8,0.8119,dry_season,1
Bentota,2017,1,30.8,23.0,26.9,73.5,5,73.5,9.0,0.9241,dry_season,1
Bentota,2017,2,31.8,23.5,27.6,56.8,5,72.2,9.3,0.9453,dry_season,1
Bentota,2017,3,32.4,24.4,28.4,115.1,9,74.9,8.7,0.8808,dry_season,1
Bentota,2017,4,31.5,25.1,28.3,193.6,11,77.4,7.7,0.79,dry_season,1
Bentota,2017,5,31.4,25.6,28.5,383.0,21,80.7,6.8,0.6027,southwest_monsoon,0
Bentota,2017,6,30.1,24.7,27.4,238.3,16,82.9,5.4,0.7019,southwest_monsoon,0
Bentota,2017,7,29.0,24.0,26.5,142.6,11,83.8,6.3,0.8059,southwest_monsoon,0
Bentota,2017,8,30.2,24.5,27.4,118.4,12,84.4,6.6,0.8337,southwest_monsoon,0
Bentota,2017,9,30.2,24.2,27.2,230.7,18,81.8,6.4,0.7297,southwest_monsoon,0
Bentota,2017,10,30.9,24.1,27.5,332.6,16,82.4,6.1,0.6328,northeast_monsoon,0
Bentota,2017,11,29.4,22.9,26.1,293.6,15,81.0,6.3,0.6717,northeast_monsoon,0
Bentota,2017,12,30.7,23.0,26.9,129.2,10,75.4,8.1,0.8557,dry_season,1
Bentota,2018,1,31.0,23.1,27.1,71.6,5,73.8,8.4,0.9132,dry_season,1
Bentota,2018,2,31.3,23.3,27.3,52.9,4,74.2,8.6,0.934,dry_season,1
Bentota,2018,3,32.4,24.5,28.4,138.1,8,75.7,8.6,0.8583,dry_season,1
Bentota,2018,4,31.4,25.0,28.2,202.9,14,79.9,7.2,0.7712,dry_season,1
Bentota,2018,5,31.3,25.6,28.5,397.6,18,81.7,5.9,0.5708,southwest_monsoon,0
Bentota,2018,6,30.5,24.9,27.7,222.5,18,85.8,5.8,0.7243,southwest_monsoon,0
Bentota,2018,7,29.6,24.3,27.0,132.5,10,83.4,6.1,0.8106,southwest_monsoon,0
Bentota,2018,8,30.2,24.5,27.4,111.9,11,78.6,6.1,0.829,southwest_monsoon,0
Bentota,2018,9,30.7,24.5,27.6,209.6,16,81.2,6.7,0.7547,southwest_monsoon,0
Bentota,2018,10,29.7,23.6,26.6,348.1,16,81.0,5.8,0.6127,northeast_monsoon,0
Bentota,2018,11,29.5,22.9,26.2,216.5,13,77.9,6.7,0.7486,northeast_monsoon,0
Bentota,2018,12,30.8,23.1,27.0,193.8,9,78.0,7.4,0.7835,dry_season,1
Bentota,2019,1,30.3,22.7,26.5,81.0,6,71.1,8.8,0.9133,dry_season,1
Bentota,2019,2,31.1,23.2,27.1,58.0,5,76.0,9.0,0.9379,dry_season,1
Bentota,2019,3,31.9,24.2,28.0,133.0,10,76.5,8.8,0.867,dry_season,1
Bentota,2019,4,31.9,25.3,28.6,220.4,12,79.3,7.1,0.7536,dry_season,1
Bentota,2019,5,31.5,25.6,28.6,484.3,22,80.8,6.5,0.5368,southwest_monsoon,0
Bentota,2019,6,29.6,24.5,27.1,279.7,19,84.8,6.0,0.6777,southwest_monsoon,0
Bentota,2019,7,29.9,24.5,27.2,173.2,15,84.7,6.8,0.7892,southwest_monsoon,0
Bentota,2019,8,30.1,24.4,27.2,115.3,11,85.1,6.9,0.8428,southwest_monsoon,0
Bentota,2019,9,29.6,23.9,26.8,280.4,18,82.9,6.0,0.6771,southwest_monsoon,0
Bentota,2019,10,29.5,23.4,26.4,394.8,19,82.0,5.9,0.5733,northeast_monsoon,0
Bentota,2019,11,30.3,23.3,26.8,294.4,15,80.7,6.4,0.673,northeast_monsoon,0
Bentota,2019,12,31.1,23.2,27.1,172.7,8,74.6,7.8,0.8107,dry_season,1
Bentota,2020,1,30.3,22.7,26.5,70.3,7,74.6,8.1,0.908,dry_season,1
Bentota,2020,2,31.5,23.3,27.4,74.7,6,72.9,9.1,0.9252,dry_season,1
Bentota,2020,3,31.5,24.0,27.8,169.8,9,73.6,8.3,0.8238,dry_season,1
Bentota,2020,4,31.3,25.0,28.1,258.9,16,76.2,7.6,0.7299,dry_season,1
Bentota,2020,5,30.7,25.2,27.9,476.5,26,84.4,6.3,0.5326,southwest_monsoon,0
Bentota,2020,6,30.5,24.9,27.7,225.2,20,82.9,6.1,0.7282,southwest_monsoon,0
Bentota,2020,7,29.8,24.4,27.1,178.0,14,84.5,6.6,0.7807,southwest_monsoon,0
Bentota,2020,8,29.5,24.1,26.8,133.3,13,84.5,6.6,0.8205,southwest_monsoon,0
Bentota,2020,9,29.6,23.8,26.7,356.0,17,83.7,5.8,0.6057,southwest_monsoon,0
Bentota,2020,10,30.2,23.8,27.0,395.4,20,81.5,6.1,0.577,northeast_monsoon,0
Bentota,2020,11,30.6,23.4,27.0,389.9,15,78.8,6.9,0.5987,northeast_monsoon,0
Bentota,2020,12,30.2,22.8,26.5,179.0,10,78.3,7.6,0.8009,dry_season,1
Bentota,2021,1,30.2,22.7,26.4,90.7,6,76.6,8.3,0.8941,dry_season,1
Bentota,2021,2,31.0,23.1,27.1,68.1,5,73.0,8.6,0.9205,dry_season,1
Bentota,2021,3,31.7,24.1,27.9,130.1,8,72.5,8.7,0.8675,dry_season,1
Bentota,2021,4,31.5,25.0,28.2,209.6,13,79.7,8.0,0.7821,dry_season,1
Bentota,2021,5,30.9,25.3,28.1,333.4,21,81.6,6.2,0.6342,southwest_monsoon,0
Bentota,2021,6,30.4,24.8,27.6,271.7,17,81.8,6.2,0.689,southwest_monsoon,0
Bentota,2021,7,29.4,24.1,26.8,146.5,11,83.0,6.6,0.8087,southwest_monsoon,0
Bentota,2021,8,29.8,24.2,27.0,112.5,12,85.6,7.1,0.8495,southwest_monsoon,0
Bentota,2021,9,29.8,23.9,26.9,287.6,18,80.8,6.8,0.6875,southwest_monsoon,0
Bentota,2021,10,29.8,23.5,26.6,343.6,18,80.3,6.2,0.6251,northeast_monsoon,0
Bentota,2021,11,29.9,23.1,26.5,240.3,14,79.1,7.0,0.7338,northeast_monsoon,0
Bentota,2021,12,30.1,22.7,26.4,207.4,10,76.8,6.6,0.7546,dry_season,1
Bentota,2022,1,30.7,23.0,26.9,86.4,6,75.7,8.3,0.8979,dry_season,1
Bentota,2022,2,32.0,23.6,27.8,54.1,5,73.9,8.8,0.9372,dry_season,1
Bentota,2022,3,31.6,24.1,27.9,120.1,9,72.6,8.6,0.8743,dry_season,1
Bentota,2022,4,30.7,24.7,27.7,246.8,10,72.3,7.1,0.7301,dry_season,1
Bentota,2022,5,31.4,25.6,28.5,365.2,21,83.3,6.1,0.6038,southwest_monsoon,0
Bentota,2022,6,30.8,25.1,28.0,191.8,14,83.5,5.9,0.7537,southwest_monsoon,0
Bentota,2022,7,29.8,24.4,27.1,146.5,14,84.4,6.4,0.8045,southwest_monsoon,0
Bentota,2022,8,30.9,24.8,27.9,106.6,12,81.4,6.4,0.84,southwest_monsoon,0
Bentota,2022,9,30.8,24.5,27.6,237.6,14,84.4,6.1,0.7172,southwest_monsoon,0
Bentota,2022,10,30.1,23.7,26.9,314.8,15,82.1,6.6,0.6591,northeast_monsoon,0
Bentota,2022,11,30.5,23.4,26.9,242.8,13,80.6,6.7,0.7252,northeast_monsoon,0
Bentota,2022,12,30.1,22.8,26.5,187.9,10,77.5,7.8,0.7972,dry_season,1
Bentota,2023,1,31.0,23.2,27.1,62.5,5,72.9,9.0,0.9339,dry_season,1
Bentota,2023,2,32.0,23.7,27.9,49.9,3,72.0,8.7,0.9388,dry_season,1
Bentota,2023,3,32.4,24.5,28.4,124.0,8,73.6,8.8,0.875,dry_season,1
Bentota,2023,4,32.0,25.4,28.7,231.4,13,77.1,7.9,0.7606,dry_season,1
Bentota,2023,5,30.9,25.4,28.1,279.1,18,83.2,6.4,0.6866,southwest_monsoon,0
Bentota,2023,6,30.3,24.9,27.6,252.7,18,83.9,5.8,0.6975,southwest_monsoon,0
Bentota,2023,7,29.9,24.5,27.2,137.0,13,83.2,6.5,0.8151,southwest_monsoon,0
Bentota,2023,8,30.2,24.5,27.4,133.8,11,83.2,7.1,0.8305,southwest_monsoon,0
Bentota,2023,9,30.8,24.5,27.6,245.3,14,82.8,6.3,0.7146,southwest_monsoon,0
Bentota,2023,10,29.1,23.3,26.2,328.3,18,82.0,6.0,0.6345,northeast_monsoon,0
Bentota,2023,11,29.9,23.2,26.5,281.7,14,79.6,6.3,0.6822,northeast_monsoon,0
Bentota,2023,12,31.1,23.3,27.2,147.4,7,78.4,7.5,0.8269,dry_season,1
Bentota,2024,1,31.2,23.3,27.2,81.2,6,78.2,8.6,0.9089,dry_season,1
Bentota,2024,2,31.5,23.4,27.4,64.0,4,73.2,8.7,0.9263,dry_season,1
Bentota,2024,3,32.7,24.7,28.7,133.3,9,72.9,8.4,0.8584,dry_season,1
Bentota,2024,4,32.1,25.4,28.8,204.1,13,79.4,7.9,0.7849,dry_season,1
Bentota,2024,5,30.7,25.3,28.0,416.3,20,80.0,6.4,0.5647,southwest_monsoon,0
Bentota,2024,6,30.4,24.9,27.6,211.7,20,85.6,5.8,0.7339,southwest_monsoon,0
Bentota,2024,7,30.0,24.6,27.3,128.9,14,78.4,6.6,0.8244,southwest_monsoon,0
Bentota,2024,8,30.4,24.6,27.5,118.3,11,76.6,7.1,0.8443,southwest_monsoon,0
Bentota,2024,9,30.4,24.3,27.4,272.8,15,88.5,5.8,0.6796,southwest_monsoon,0
Bentota,2024,10,30.2,23.8,27.0,397.5,14,81.7,5.9,0.5709,northeast_monsoon,0
Bentota,2024,11,30.2,23.3,26.8,307.9,16,78.7,6.6,0.6653,northeast_monsoon,0
Bentota,2024,12,30.1,22.8,26.5,196.7,8,78.5,6.9,0.7704,dry_season,1
Sigiriya,2015,1,32.3,20.8,26.5,70.9,3,64.5,8.8,0.9222,dry_season,1
Sigiriya,2015,2,32.9,21.0,26.9,55.5,3,59.2,9.8,0.9507,dry_season,1
Sigiriya,2015,3,35.6,23.1,29.4,76.8,4,58.6,9.6,0.9317,dry_season,1
Sigiriya,2015,4,35.6,25.1,30.4,225.0,10,62.4,8.1,0.7705,dry_season,1
Sigiriya,2015,5,33.9,25.4,29.6,173.5,9,68.9,7.5,0.8037,southwest_monsoon,0
Sigiriya,2015,6,32.8,24.8,28.8,93.3,6,68.9,7.7,0.8792,southwest_monsoon,0
Sigiriya,2015,7,32.4,24.4,28.4,68.4,5,66.2,7.8,0.9034,southwest_monsoon,0
Sigiriya,2015,8,32.0,24.2,28.1,74.3,5,68.7,7.6,0.894,southwest_monsoon,0
Sigiriya,2015,9,31.4,23.6,27.5,134.6,7,73.3,7.8,0.8446,southwest_monsoon,0
Sigiriya,2015,10,31.2,23.2,27.2,174.5,10,74.0,7.0,0.7923,northeast_monsoon,0
Sigiriya,2015,11,29.7,21.4,25.5,396.3,12,74.4,7.7,0.6098,northeast_monsoon,0
Sigiriya,2015,12,32.0,21.4,26.7,179.8,7,67.7,8.8,0.8254,dry_season,1
Sigiriya,2016,1,31.8,20.6,26.2,68.6,3,64.8,9.0,0.9285,dry_season,1
Sigiriya,2016,2,32.7,20.9,26.8,66.4,3,59.0,9.6,0.941,dry_season,1
Sigiriya,2016,3,36.4,23.5,29.9,123.8,5,56.8,9.0,0.8794,dry_season,1
Sigiriya,2016,4,35.2,24.9,30.1,173.9,9,64.9,8.5,0.8244,dry_season,1
Sigiriya,2016,5,34.3,25.6,29.9,220.5,10,70.3,7.5,0.7619,southwest_monsoon,0
Sigiriya,2016,6,32.4,24.6,28.5,89.4,6,72.3,8.0,0.889,southwest_monsoon,0
Sigiriya,2016,7,31.7,24.0,27.9,72.7,5,67.9,7.4,0.8912,southwest_monsoon,0
Sigiriya,2016,8,31.9,24.1,28.0,67.0,5,71.2,7.5,0.8983,southwest_monsoon,0
Sigiriya,2016,9,31.4,23.6,27.5,124.9,7,72.3,7.3,0.8427,southwest_monsoon,0
Sigiriya,2016,10,31.3,23.3,27.3,237.0,12,71.4,6.9,0.7346,northeast_monsoon,0
Sigiriya,2016,11,30.4,21.8,26.1,375.2,13,69.5,7.7,0.6286,northeast_monsoon,0
Sigiriya,2016,12,31.1,20.9,26.0,195.7,8,70.6,8.4,0.8029,dry_season,1
Sigiriya,2017,1,32.9,21.1,27.0,71.9,4,65.9,9.4,0.934,dry_season,1
Sigiriya,2017,2,33.4,21.3,27.4,56.0,2,59.7,9.7,0.9502,dry_season,1
Sigiriya,2017,3,35.8,23.2,29.5,71.4,5,57.1,9.9,0.9365,dry_season,1
Sigiriya,2017,4,36.0,25.3,30.6,188.8,10,60.2,8.8,0.8174,dry_season,1
Sigiriya,2017,5,34.3,25.6,29.9,168.1,8,72.5,7.8,0.8148,southwest_monsoon,0
Sigiriya,2017,6,33.2,25.0,29.1,81.8,5,71.9,7.1,0.8768,southwest_monsoon,0
Sigiriya,2017,7,32.3,24.4,28.3,89.2,5,70.7,7.8,0.8849,southwest_monsoon,0
Sigiriya,2017,8,31.5,23.9,27.7,74.7,5,71.0,8.1,0.9041,southwest_monsoon,0
Sigiriya,2017,9,31.7,23.7,27.7,113.5,7,69.7,7.6,0.8591,southwest_monsoon,0
Sigiriya,2017,10,31.0,23.2,27.1,203.6,10,75.9,7.5,0.7769,northeast_monsoon,0
Sigiriya,2017,11,31.4,22.3,26.9,291.9,9,69.1,7.2,0.6921,northeast_monsoon,0
Sigiriya,2017,12,30.7,20.7,25.7,184.3,7,63.6,8.5,0.8151,dry_season,1
Sigiriya,2018,1,31.8,20.6,26.2,72.2,3,66.1,9.3,0.9316,dry_season,1
Sigiriya,2018,2,34.4,21.8,28.1,54.2,2,64.8,9.6,0.9518,dry_season,1
Sigiriya,2018,3,34.7,22.7,28.7,98.7,5,56.7,9.4,0.9102,dry_season,1
Sigiriya,2018,4,35.9,25.3,30.6,192.8,9,61.3,9.3,0.8244,dry_season,1
Sigiriya,2018,5,34.0,25.5,29.8,153.4,8,70.5,7.3,0.8173,southwest_monsoon,0
Sigiriya,2018,6,32.4,24.6,28.5,95.1,5,70.7,7.6,0.8755,southwest_monsoon,0
Sigiriya,2018,7,32.9,24.7,28.8,79.4,4,70.2,7.6,0.8894,southwest_monsoon,0
Sigiriya,2018,8,32.0,24.2,28.1,53.8,4,70.8,8.4,0.929,southwest_monsoon,0
Sigiriya,2018,9,31.9,23.9,27.9,111.2,5,75.6,7.5,0.8591,southwest_monsoon,0
Sigiriya,2018,10,30.7,23.0,26.9,189.3,11,73.0,7.1,0.7812,northeast_monsoon,0
Sigiriya,2018,11,30.4,21.8,26.1,319.2,12,73.4,7.7,0.6784,northeast_monsoon,0
Sigiriya,2018,12,32.3,21.6,26.9,187.8,7,68.8,8.3,0.8078,dry_season,1
Sigiriya,2019,1,32.4,20.9,26.6,58.5,3,66.7,9.1,0.9396,dry_season,1
Sigiriya,2019,2,34.0,21.6,27.8,47.0,3,59.6,9.6,0.9582,dry_season,1
Sigiriya,2019,3,35.7,23.2,29.5,106.9,5,55.6,9.5,0.905,dry_season,1
Sigiriya,2019,4,35.4,25.0,30.2,216.8,9,62.2,8.4,0.7841,dry_season,1
Sigiriya,2019,5,34.0,25.4,29.7,205.4,8,70.5,7.7,0.7795,southwest_monsoon,0
Sigiriya,2019,6,32.7,24.8,28.8,95.4,6,71.6,8.0,0.8836,southwest_monsoon,0
Sigiriya,2019,7,31.7,24.1,27.9,79.9,4,70.4,7.8,0.8932,southwest_monsoon,0
Sigiriya,2019,8,32.1,24.2,28.1,81.4,5,73.0,8.1,0.8982,southwest_monsoon,0
Sigiriya,2019,9,31.4,23.6,27.5,139.4,6,72.9,7.6,0.8361,southwest_monsoon,0
Sigiriya,2019,10,32.0,23.7,27.9,242.5,11,71.6,7.4,0.7402,northeast_monsoon,0
Sigiriya,2019,11,30.1,21.6,25.9,285.7,15,71.8,7.1,0.6955,northeast_monsoon,0
Sigiriya,2019,12,31.1,20.9,26.0,185.3,6,68.1,8.2,0.8079,dry_season,1
Sigiriya,2020,1,32.5,20.9,26.7,82.9,4,65.8,9.3,0.9221,dry_season,1
Sigiriya,2020,2,33.6,21.4,27.5,58.5,3,60.2,9.6,0.948,dry_season,1
Sigiriya,2020,3,35.1,22.8,29.0,142.5,4,57.7,9.4,0.8712,dry_season,1
Sigiriya,2020,4,35.9,25.2,30.5,255.5,8,64.6,8.2,0.7455,dry_season,1
Sigiriya,2020,5,33.4,25.2,29.3,184.2,10,70.4,7.7,0.7984,southwest_monsoon,0
Sigiriya,2020,6,32.4,24.6,28.5,97.9,7,71.2,7.5,0.8709,southwest_monsoon,0
Sigiriya,2020,7,32.3,24.3,28.3,96.3,6,66.8,7.7,0.8765,southwest_monsoon,0
Sigiriya,2020,8,32.0,24.2,28.1,91.2,5,68.7,8.0,0.8874,southwest_monsoon,0
Sigiriya,2020,9,31.5,23.6,27.6,155.5,7,72.8,7.9,0.8281,southwest_monsoon,0
Sigiriya,2020,10,31.0,23.2,27.1,254.9,13,73.7,7.1,0.7229,northeast_monsoon,0
Sigiriya,2020,11,31.6,22.4,27.0,298.4,13,70.3,7.7,0.6969,northeast_monsoon,0
Sigiriya,2020,12,31.1,20.9,26.0,181.2,7,65.7,9.4,0.8368,dry_season,1
Sigiriya,2021,1,32.1,20.7,26.4,52.6,4,66.6,9.2,0.9469,dry_season,1
Sigiriya,2021,2,33.8,21.5,27.6,56.1,2,57.7,9.6,0.9501,dry_season,1
Sigiriya,2021,3,35.3,22.9,29.1,82.9,4,59.1,9.3,0.9221,dry_season,1
Sigiriya,2021,4,36.3,25.4,30.8,160.8,9,63.0,7.8,0.8213,dry_season,1
Sigiriya,2021,5,34.0,25.4,29.7,164.7,9,71.1,7.7,0.8157,southwest_monsoon,0
Sigiriya,2021,6,31.8,24.3,28.1,86.6,5,74.5,7.6,0.883,southwest_monsoon,0
Sigiriya,2021,7,31.7,24.0,27.9,77.9,4,66.3,7.8,0.895,southwest_monsoon,0
Sigiriya,2021,8,31.7,24.0,27.9,86.8,4,71.9,7.7,0.8849,southwest_monsoon,0
Sigiriya,2021,9,31.5,23.6,27.6,122.8,7,75.8,7.6,0.8508,southwest_monsoon,0
Sigiriya,2021,10,31.2,23.2,27.2,264.0,10,73.1,7.0,0.7127,northeast_monsoon,0
Sigiriya,2021,11,30.6,21.9,26.2,259.1,12,72.7,7.4,0.7255,northeast_monsoon,0
Sigiriya,2021,12,31.2,21.0,26.1,165.2,6,65.6,8.3,0.8279,dry_season,1
Sigiriya,2022,1,33.0,21.2,27.1,66.7,3,70.9,9.1,0.9323,dry_season,1
Sigiriya,2022,2,33.3,21.3,27.3,53.9,3,61.9,9.7,0.9521,dry_season,1
Sigiriya,2022,3,36.2,23.4,29.8,98.8,4,58.6,9.1,0.9038,dry_season,1
Sigiriya,2022,4,36.7,25.7,31.2,150.9,8,64.7,8.8,0.7311,dry_season,1
Sigiriya,2022,5,34.2,25.6,29.9,148.9,9,70.9,8.0,0.8361,southwest_monsoon,0
Sigiriya,2022,6,32.9,24.9,28.9,80.0,6,71.8,7.0,0.8763,southwest_monsoon,0
Sigiriya,2022,7,31.9,24.2,28.0,69.7,4,68.4,7.5,0.8959,southwest_monsoon,0
Sigiriya,2022,8,31.7,24.1,27.9,69.9,4,74.0,7.6,0.8979,southwest_monsoon,0
Sigiriya,2022,9,32.4,24.1,28.2,112.8,7,73.4,7.7,0.8618,southwest_monsoon,0
Sigiriya,2022,10,30.9,23.1,27.0,249.4,9,74.4,7.0,0.7257,northeast_monsoon,0
Sigiriya,2022,11,31.4,22.3,26.9,371.2,12,71.2,7.1,0.6195,northeast_monsoon,0
Sigiriya,2022,12,31.6,21.2,26.4,125.1,6,68.2,8.1,0.8593,dry_season,1
Sigiriya,2023,1,32.2,20.9,26.6,67.5,3,68.2,9.5,0.94,dry_season,1
Sigiriya,2023,2,34.1,21.7,27.9,45.6,2,61.8,10.0,0.9595,dry_season,1
Sigiriya,2023,3,36.3,23.5,29.9,92.2,4,60.6,9.0,0.9075,dry_season,1
Sigiriya,2023,4,36.0,25.4,30.7,171.8,8,63.6,8.6,0.8283,dry_season,1
Sigiriya,2023,5,34.3,25.7,30.0,149.6,8,68.5,8.1,0.8375,southwest_monsoon,0
Sigiriya,2023,6,33.5,25.2,29.4,79.7,5,69.0,7.2,0.8807,southwest_monsoon,0
Sigiriya,2023,7,32.4,24.5,28.4,80.3,4,68.7,7.4,0.8844,southwest_monsoon,0
Sigiriya,2023,8,32.3,24.4,28.3,56.5,4,71.1,7.7,0.9119,southwest_monsoon,0
Sigiriya,2023,9,32.2,24.1,28.2,100.0,6,71.4,7.9,0.8774,southwest_monsoon,0
Sigiriya,2023,10,31.4,23.4,27.4,194.1,10,69.5,7.3,0.7812,northeast_monsoon,0
Sigiriya,2023,11,30.9,22.1,26.5,257.7,12,70.5,7.6,0.7309,northeast_monsoon,0
Sigiriya,2023,12,31.3,21.1,26.2,133.8,6,69.5,8.3,0.8558,dry_season,1
Sigiriya,2024,1,32.0,20.7,26.4,75.1,3,64.3,8.7,0.9164,dry_season,1
Sigiriya,2024,2,34.5,21.9,28.2,58.9,2,60.1,8.9,0.935,dry_season,1
Sigiriya,2024,3,35.8,23.3,29.5,104.2,5,56.9,9.5,0.9074,dry_season,1
Sigiriya,2024,4,36.4,25.5,30.9,156.2,7,62.5,8.1,0.8317,dry_season,1
Sigiriya,2024,5,34.3,25.6,29.9,179.9,8,68.6,7.8,0.8043,southwest_monsoon,0
Sigiriya,2024,6,32.4,24.7,28.5,107.5,5,74.2,7.4,0.8602,southwest_monsoon,0
Sigiriya,2024,7,31.9,24.2,28.0,69.0,5,70.9,7.3,0.8924,southwest_monsoon,0
Sigiriya,2024,8,32.6,24.5,28.6,103.1,5,68.9,7.1,0.8578,southwest_monsoon,0
Sigiriya,2024,9,31.8,23.8,27.8,123.4,8,72.7,7.3,0.844,southwest_monsoon,0
Sigiriya,2024,10,31.3,23.4,27.4,274.6,10,68.6,6.7,0.697,northeast_monsoon,0
