destination,year,month,crowd_risk_level,crowd_score_0_100,crowd_ratio,social_media_sentiment,trending,is_off_season,event_note,recommendation_action,model_used
Dambulla,2026,9,LOW,35.2,0.352,0.537,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2026,9,HIGH,78.3,0.783,0.789,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2026,9,LOW,38.5,0.385,0.433,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2026,9,LOW,5.9,0.059,0.395,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2026,9,LOW,37.2,0.372,0.404,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2026,9,MEDIUM,47.6,0.476,0.664,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2026,9,MEDIUM,57.4,0.574,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2026,9,MEDIUM,43.3,0.433,0.437,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2026,10,MEDIUM,41.6,0.416,0.49,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2026,10,MEDIUM,43.0,0.43,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2026,10,MEDIUM,48.8,0.488,0.68,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2026,10,MEDIUM,47.5,0.475,0.797,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2026,10,LOW,39.7,0.397,0.418,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2026,10,MEDIUM,42.5,0.425,0.617,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2026,10,MEDIUM,45.3,0.453,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2026,10,MEDIUM,46.3,0.463,0.616,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2026,10,MEDIUM,53.4,0.534,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2026,10,LOW,38.9,0.389,0.488,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2026,10,LOW,30.9,0.309,0.359,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2026,10,LOW,29.3,0.293,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2026,10,LOW,38.1,0.381,0.427,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2026,10,LOW,20.4,0.204,0.47,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2026,10,MEDIUM,42.7,0.427,0.771,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2026,10,LOW,8.2,0.082,0.402,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2026,10,LOW,37.6,0.376,0.406,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2026,10,LOW,39.2,0.392,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2026,10,MEDIUM,54.2,0.542,0.663,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2026,10,MEDIUM,45.3,0.453,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2026,11,MEDIUM,60.8,0.608,0.618,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2026,11,MEDIUM,55.9,0.559,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2026,11,HIGH,70.7,0.707,0.761,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2026,11,MEDIUM,54.2,0.542,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2026,11,MEDIUM,46.4,0.464,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2026,11,HIGH,73.7,0.737,0.85,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2026,11,HIGH,74.5,0.745,0.89,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2026,11,MEDIUM,69.0,0.69,0.689,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2026,11,LOW,20.6,0.206,0.459,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2026,11,LOW,28.2,0.282,0.401,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2026,11,MEDIUM,42.4,0.424,0.626,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2026,11,LOW,35.8,0.358,0.527,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2026,11,MEDIUM,47.7,0.477,0.653,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2026,11,MEDIUM,43.7,0.437,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2026,11,MEDIUM,47.6,0.476,0.78,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2026,11,LOW,15.5,0.155,0.463,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2026,11,MEDIUM,46.2,0.462,0.745,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2026,11,LOW,35.7,0.357,0.467,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2026,11,MEDIUM,65.2,0.652,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2026,11,MEDIUM,58.5,0.585,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2026,12,HIGH,73.8,0.738,0.588,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2026,12,HIGH,77.8,0.778,0.778,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2026,12,HIGH,94.1,0.941,0.729,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2026,12,MEDIUM,60.1,0.601,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2026,12,MEDIUM,63.8,0.638,0.646,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2026,12,HIGH,86.9,0.869,0.933,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2026,12,HIGH,80.3,0.803,0.688,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2026,12,HIGH,82.4,0.824,0.79,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2026,12,LOW,13.5,0.135,0.493,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2026,12,LOW,23.3,0.233,0.416,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2026,12,MEDIUM,42.7,0.427,0.702,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2026,12,MEDIUM,44.9,0.449,0.644,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2026,12,MEDIUM,62.0,0.62,0.586,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2026,12,MEDIUM,54.5,0.545,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2026,12,MEDIUM,59.0,0.59,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2026,12,HIGH,90.6,0.906,0.841,1,0,Pilgrimage season opens (Unduvap Poya),redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2026,12,MEDIUM,51.0,0.51,0.737,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2026,12,MEDIUM,43.2,0.432,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2026,12,HIGH,74.4,0.744,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2026,12,HIGH,77.6,0.776,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,1,MEDIUM,60.1,0.601,0.593,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,1,MEDIUM,70.0,0.7,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,1,HIGH,84.5,0.845,0.735,0,0,Galle Literary Festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,1,MEDIUM,46.9,0.469,0.585,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,1,MEDIUM,53.8,0.538,0.703,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,1,HIGH,86.3,0.863,0.909,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,1,HIGH,84.3,0.843,0.768,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,1,HIGH,84.4,0.844,0.852,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,1,LOW,15.6,0.156,0.439,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,1,LOW,25.5,0.255,0.367,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,1,LOW,37.8,0.378,0.565,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,1,LOW,30.1,0.301,0.484,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,1,MEDIUM,51.3,0.513,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,1,MEDIUM,57.8,0.578,0.598,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,1,MEDIUM,53.5,0.535,0.6,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,1,HIGH,97.8,0.978,0.817,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,1,MEDIUM,62.3,0.623,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,1,LOW,35.5,0.355,0.495,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,1,HIGH,71.2,0.712,0.591,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,1,HIGH,75.7,0.757,0.865,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,2,MEDIUM,57.2,0.572,0.683,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,2,HIGH,76.8,0.768,0.854,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,2,HIGH,76.2,0.762,0.712,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,2,MEDIUM,40.1,0.401,0.453,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,2,MEDIUM,53.4,0.534,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,2,HIGH,90.6,0.906,0.72,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,2,HIGH,89.4,0.894,0.747,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,2,HIGH,77.7,0.777,0.823,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,2,LOW,18.1,0.181,0.427,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,2,LOW,33.5,0.335,0.415,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,2,LOW,34.1,0.341,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,2,LOW,27.5,0.275,0.536,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,2,MEDIUM,47.5,0.475,0.602,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,2,MEDIUM,63.3,0.633,0.638,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,2,MEDIUM,52.9,0.529,0.614,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,2,HIGH,91.4,0.914,0.811,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,2,MEDIUM,69.8,0.698,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,2,MEDIUM,40.4,0.404,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,2,MEDIUM,64.2,0.642,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,2,HIGH,77.2,0.772,0.795,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,3,MEDIUM,66.8,0.668,0.775,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,3,HIGH,78.4,0.784,0.8,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,3,HIGH,83.4,0.834,0.796,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,3,MEDIUM,44.6,0.446,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,3,MEDIUM,65.1,0.651,0.629,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,3,HIGH,79.6,0.796,0.921,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,3,HIGH,80.5,0.805,0.807,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,3,HIGH,78.2,0.782,0.687,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,3,LOW,32.4,0.324,0.496,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,3,MEDIUM,43.7,0.437,0.719,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,3,MEDIUM,40.7,0.407,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,3,LOW,34.6,0.346,0.586,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,3,MEDIUM,55.0,0.55,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,3,MEDIUM,54.8,0.548,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,3,MEDIUM,53.4,0.534,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,3,HIGH,73.5,0.735,0.791,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,3,MEDIUM,60.8,0.608,0.67,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,3,MEDIUM,47.1,0.471,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,3,MEDIUM,63.8,0.638,0.591,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,3,MEDIUM,68.3,0.683,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,4,MEDIUM,59.5,0.595,0.595,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,4,MEDIUM,67.8,0.678,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,4,MEDIUM,65.8,0.658,0.763,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,4,MEDIUM,56.8,0.568,0.575,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,4,HIGH,91.8,0.918,0.91,1,0,April Season - New Year festivities,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,4,MEDIUM,65.9,0.659,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,4,MEDIUM,68.4,0.684,0.582,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,4,MEDIUM,68.2,0.682,0.658,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,4,MEDIUM,66.8,0.668,0.694,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,4,HIGH,70.3,0.703,0.663,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,4,MEDIUM,55.7,0.557,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,4,MEDIUM,59.3,0.593,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,4,MEDIUM,58.2,0.582,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,4,MEDIUM,49.1,0.491,0.642,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,4,MEDIUM,60.0,0.6,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,4,MEDIUM,63.1,0.631,0.742,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,4,MEDIUM,55.4,0.554,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,4,MEDIUM,45.0,0.45,0.551,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,4,MEDIUM,64.4,0.644,0.654,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,4,MEDIUM,54.4,0.544,0.572,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,5,LOW,36.5,0.365,0.55,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,5,MEDIUM,42.4,0.424,0.36,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,5,LOW,36.1,0.361,0.434,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,5,MEDIUM,47.8,0.478,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,5,MEDIUM,56.5,0.565,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,5,LOW,33.9,0.339,0.518,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,5,LOW,34.3,0.343,0.384,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,5,LOW,36.5,0.365,0.454,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,5,HIGH,83.8,0.838,0.819,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,5,HIGH,84.6,0.846,0.811,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,5,HIGH,84.4,0.844,0.787,1,0,Vesak Poya pilgrimage surge,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,5,HIGH,70.7,0.707,0.617,0,0,Vesak Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,5,MEDIUM,56.3,0.563,0.656,0,0,Vesak at the Golden Cave Temple,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,5,MEDIUM,51.7,0.517,0.74,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,5,MEDIUM,42.1,0.421,0.515,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,5,MEDIUM,67.3,0.673,0.526,0,0,Season closes at Vesak Poya,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,5,MEDIUM,43.1,0.431,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,5,MEDIUM,50.9,0.509,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,5,MEDIUM,52.5,0.525,0.755,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,5,LOW,38.4,0.384,0.526,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,6,LOW,34.6,0.346,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,6,LOW,36.3,0.363,0.479,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,6,LOW,30.0,0.3,0.493,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,6,MEDIUM,53.9,0.539,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,6,MEDIUM,43.5,0.435,0.677,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,6,LOW,26.1,0.261,0.52,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,6,LOW,27.3,0.273,0.487,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,6,LOW,27.6,0.276,0.431,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,6,HIGH,90.3,0.903,0.745,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,6,HIGH,88.3,0.883,0.809,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,6,HIGH,98.7,0.987,0.883,1,0,Poson Poya - peak pilgrimage of the year,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,6,HIGH,79.0,0.79,0.735,0,0,Poson Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,6,MEDIUM,47.8,0.478,0.686,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,6,HIGH,71.2,0.712,0.755,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,6,LOW,39.8,0.398,0.552,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,6,LOW,5.3,0.053,0.444,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,6,LOW,36.0,0.36,0.474,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,6,MEDIUM,57.9,0.579,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,6,MEDIUM,53.7,0.537,0.659,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,6,LOW,32.7,0.327,0.447,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,7,MEDIUM,56.5,0.565,0.547,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,7,MEDIUM,59.1,0.591,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,7,MEDIUM,48.0,0.48,0.639,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,7,HIGH,94.1,0.941,0.841,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,7,MEDIUM,54.4,0.544,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,7,LOW,37.1,0.371,0.391,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,7,MEDIUM,43.4,0.434,0.548,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,7,MEDIUM,42.4,0.424,0.478,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,7,HIGH,94.6,0.946,0.879,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,7,HIGH,92.7,0.927,0.881,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,7,MEDIUM,67.4,0.674,0.573,0,0,Esala season pilgrimage,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,7,MEDIUM,57.1,0.571,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,7,MEDIUM,50.4,0.504,0.606,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,7,HIGH,85.0,0.85,0.775,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,7,MEDIUM,53.6,0.536,0.566,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,7,LOW,5.0,0.05,0.369,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,7,MEDIUM,49.3,0.493,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,7,HIGH,79.0,0.79,0.95,1,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,7,MEDIUM,62.4,0.624,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,7,MEDIUM,41.9,0.419,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,8,MEDIUM,55.7,0.557,0.657,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,8,HIGH,70.9,0.709,0.644,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,8,MEDIUM,51.6,0.516,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,8,HIGH,96.3,0.963,0.926,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,8,MEDIUM,55.6,0.556,0.759,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,8,MEDIUM,41.8,0.418,0.416,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,8,MEDIUM,46.2,0.462,0.708,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,8,MEDIUM,45.3,0.453,0.556,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,8,HIGH,88.5,0.885,0.805,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,8,HIGH,81.4,0.814,0.857,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,8,HIGH,71.4,0.714,0.57,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,8,MEDIUM,63.3,0.633,0.687,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
